city,state,country,country_code,latitude,longitude,timezone,population,elevation_m
Burton,MI,USA,US,42.99947,-83.61634,America/Detroit,28788,235
Shallowater,TX,USA,US,33.68897,-101.99823,America/Chicago,2555,1004
Clover,SC,USA,US,35.11125,-81.22646,America/New_York,5744,258
Poplar Bluff,MO,USA,US,36.757,-90.39289,America/Chicago,17266,110
Siloam Springs,AR,USA,US,36.18814,-94.5405,America/Chicago,16081,345
West Salem,WI,USA,US,43.89913,-91.08125,America/Chicago,5014,226
Poland,ME,USA,US,44.06063,-70.39367,America/New_York,5314,101
Algonquin,IL,USA,US,42.16558,-88.29425,America/Chicago,30571,226
Brandon,VT,USA,US,43.79812,-73.08761,America/New_York,1648,130
Sant Pere Pescador,Catalonia,Spain,ES,42.18812,3.08212,Europe/Madrid,0,194
East Setauket,NY,USA,US,40.94149,-73.10594,America/New_York,17006,20
Charlevoix,MI,USA,US,45.31806,-85.2584,America/Detroit,2540,181
Aughnacloy,NIR,United Kingdom,GB,54.41417,-6.97551,Europe/London,1045,194
Delta,OH,USA,US,41.57366,-84.00522,America/New_York,3121,220
Elizabeth,PA,USA,US,40.26924,-79.88977,America/New_York,1499,235
Anoka,MN,USA,US,45.19774,-93.38718,America/Chicago,17350,268
Machesney Park,IL,USA,US,42.34724,-89.039,America/Chicago,22927,226
Struthers,OH,USA,US,41.05256,-80.60785,America/New_York,10375,307
Cottonwood,AZ,USA,US,34.73919,-112.00988,America/Phoenix,11818,1014
Conneaut Lake,PA,USA,US,41.60339,-80.30534,America/New_York,635,330
Mount Washington,KY,USA,US,38.05006,-85.54579,America/New_York,14028,215
Ramona,CA,USA,US,33.04171,-116.86808,America/Los_Angeles,20292,435
Waterville,ME,USA,US,44.55201,-69.63171,America/New_York,16261,33
Dunmore,PA,USA,US,41.4198,-75.63241,America/New_York,13379,295
Cuyahoga Falls,OH,USA,US,41.13394,-81.48456,America/New_York,49146,312
Riverdale,UT,USA,US,41.17689,-112.00383,America/Denver,8666,1332
Burns Harbor,IN,USA,US,41.62587,-87.13337,America/Chicago,1609,186
Babbitt,MN,USA,US,47.70853,-91.9446,America/Chicago,1519,452
Oneida,TN,USA,US,36.49813,-84.51272,America/New_York,3709,440
Tinton Falls,NJ,USA,US,40.30428,-74.10042,America/New_York,17772,12
North Webster,IN,USA,US,41.3256,-85.69776,America/Indiana/Indianapolis,1158,269
Nelsonville,OH,USA,US,39.45868,-82.23182,America/New_York,5197,207
Mills,WY,USA,US,42.84052,-106.36586,America/Denver,3785,1562
Florence,Tuscany,Italy,IT,43.77925,11.24626,Europe/Rome,367150,50
Lake Como,NJ,USA,US,40.15984,-74.02819,America/New_York,1759,7
Tel Aviv,Tel Aviv,Israel,IL,32.08088,34.78057,Asia/Jerusalem,432892,194
Orland,ME,USA,US,44.57035,-68.73586,America/New_York,2219,60
Manteno,IL,USA,US,41.25059,-87.83143,America/Chicago,8999,209
East Bethel,MN,USA,US,45.31941,-93.20245,America/Chicago,11692,277
Olive Hill,KY,USA,US,38.30008,-83.17407,America/New_York,1599,228
Kenilworth,NJ,USA,US,40.67649,-74.2907,America/New_York,8215,34
Vinita Park,MO,USA,US,38.69005,-90.34262,America/Chicago,1886,189
Kutztown,PA,USA,US,40.51732,-75.77742,America/New_York,5028,128
Bedford,TX,USA,US,32.84402,-97.14307,America/Chicago,49337,182
Port Orange,FL,USA,US,29.13832,-80.99561,America/New_York,59866,2
Taylors,SC,USA,US,34.92039,-82.29623,America/New_York,21617,284
Ruthven,IA,USA,US,43.12913,-94.89915,America/Chicago,704,439
Hedehusene,Capital Region,Denmark,DK,55.64951,12.19827,Europe/Copenhagen,13663,194
Iron Mountain,MI,USA,US,45.82023,-88.06596,America/Menominee,7504,347
Litchfield Park,AZ,USA,US,33.49337,-112.35794,America/Phoenix,5533,314
Grosse Pointe Woods,MI,USA,US,42.44365,-82.90686,America/Detroit,15762,178
Wilton Manors,FL,USA,US,26.16036,-80.13893,America/New_York,12385,2
Libertyville,IL,USA,US,42.28308,-87.95313,America/Chicago,20436,213
Shelburne Falls,MA,USA,US,42.60425,-72.73926,America/New_York,1731,123
Dayton,ME,USA,US,43.54972,-70.57555,America/New_York,1805,194
Bald Knob,AR,USA,US,35.30981,-91.56791,America/Chicago,2908,69
Church Hill,TN,USA,US,36.52232,-82.71349,America/New_York,6719,371
Hong Kong,Central and Western,Hong Kong,HK,22.27832,114.17469,Asia/Hong_Kong,7482500,194
Belle Vernon,PA,USA,US,40.12507,-79.86644,America/New_York,1073,246
Chatham,ON,Canada,CA,42.41224,-82.18494,America/Toronto,43550,194
Coleman,TX,USA,US,31.82737,-99.42645,America/Chicago,4393,519
Draper,UT,USA,US,40.52467,-111.86382,America/Denver,46774,1373
Boscobel,WI,USA,US,43.13443,-90.7054,America/Chicago,3189,207
Rice Lake,WI,USA,US,45.50607,-91.73823,America/Chicago,8391,350
Boardman,OH,USA,US,41.02423,-80.66285,America/New_York,35376,339
Cedar Crest,NM,USA,US,35.10755,-106.3728,America/Denver,958,2006
Pelion,SC,USA,US,33.76321,-81.24482,America/New_York,704,118
Mount Brydges,ON,Canada,CA,42.90009,-81.48306,America/Toronto,1842,194
Casa Grande,AZ,USA,US,32.8795,-111.75735,America/Phoenix,51460,426
Roseville,OH,USA,US,39.80729,-82.07125,America/New_York,1853,221
Dunsmuir,CA,USA,US,41.20821,-122.27195,America/Los_Angeles,1582,695
Huntersville,NC,USA,US,35.41069,-80.84285,America/New_York,52704,247
Sugar Hill,GA,USA,US,34.10649,-84.03352,America/New_York,21747,350
Hillsdale,MI,USA,US,41.92005,-84.63051,America/Detroit,8163,341
Northglenn,CO,USA,US,39.88554,-104.9872,America/Denver,39197,1639
Brookfield,WI,USA,US,43.06057,-88.10648,America/Chicago,38025,253
Breaux Bridge,LA,USA,US,30.27353,-91.89928,America/Chicago,8395,7
Chatham,NJ,USA,US,40.74093,-74.38376,America/New_York,8993,71
Winterville,NC,USA,US,35.52905,-77.40108,America/New_York,9464,21
Naxxar,In-Naxxar,Malta,MT,35.91361,14.44361,Europe/Malta,14890,194
Lake Panasoffkee,FL,USA,US,28.75582,-82.09481,America/New_York,3551,18
Forfar,SCT,United Kingdom,GB,56.64382,-2.89001,Europe/London,13970,194
Lapeer,MI,USA,US,43.05142,-83.31883,America/Detroit,8790,262
Mill Hall,PA,USA,US,41.10729,-77.48443,America/New_York,1615,174
Athabasca,AB,Canada,CA,54.71687,-113.28537,America/Edmonton,2965,194
Bridgeport,OH,USA,US,40.06979,-80.74008,America/New_York,1794,200
Strasburg,CO,USA,US,39.73832,-104.32329,America/Denver,2447,1640
Walled Lake,MI,USA,US,42.53781,-83.48105,America/Detroit,7110,287
Eagle Lake,ME,USA,US,47.04004,-68.58949,America/New_York,625,189
Alstead,NH,USA,US,43.14897,-72.36064,America/New_York,2071,147
The Pas,MB,Canada,CA,53.82159,-101.24488,America/Winnipeg,5513,194
Falkirk,SCT,United Kingdom,GB,56.0021,-3.78535,Europe/London,35310,194
Glen Rose,TX,USA,US,32.23459,-97.75531,America/Chicago,2580,189
Erin,TN,USA,US,36.31839,-87.69474,America/Chicago,1295,136
Tarrytown,NY,USA,US,41.07621,-73.85875,America/New_York,11560,37
Bensenville,IL,USA,US,41.95503,-87.94007,America/Chicago,18440,207
Oak Park,MI,USA,US,42.45948,-83.18271,America/Detroit,29752,203
Hooversville,PA,USA,US,40.14702,-78.91197,America/New_York,618,522
Friendship,TN,USA,US,35.90896,-89.24535,America/Chicago,668,122
Hoffman Estates,IL,USA,US,42.04281,-88.0798,America/Chicago,52138,239
Lichfield,ENG,United Kingdom,GB,52.68154,-1.82549,Europe/London,32877,194
Electric City,WA,USA,US,47.93237,-119.03808,America/Los_Angeles,1012,503
Waterville,OH,USA,US,41.50089,-83.71827,America/New_York,5514,187
Selden,NY,USA,US,40.86649,-73.03566,America/New_York,19851,27
Kulpmont,PA,USA,US,40.79342,-76.47245,America/New_York,2851,342
Lake in the Hills,IL,USA,US,42.18169,-88.33036,America/Chicago,29024,264
Grand Isle,LA,USA,US,29.23662,-89.98729,America/Chicago,1399,2
Fort Calhoun,NE,USA,US,41.45583,-96.0264,America/Chicago,917,335
Fall City,WA,USA,US,47.56732,-121.88873,America/Los_Angeles,1993,32
Mulberry,AR,USA,US,35.50064,-94.05159,America/Chicago,1634,123
Lexington,MI,USA,US,43.26808,-82.53076,America/Detroit,1128,188
Kent City,MI,USA,US,43.22002,-85.75115,America/Detroit,1102,247
Clarksville,OH,USA,US,39.40145,-83.98132,America/New_York,547,250
O'Fallon,IL,USA,US,38.59227,-89.91121,America/Chicago,29002,167
Benton,ME,USA,US,44.58618,-69.55088,America/New_York,2658,30
Rosebud,SD,USA,US,43.23278,-100.85348,America/Chicago,1587,804
Siesta Key,FL,USA,US,27.26785,-82.54526,America/New_York,6565,1
Sandakan,Sabah,Malaysia,MY,5.8402,118.1179,Asia/Kuching,439050,194
Bowling Green,OH,USA,US,41.37477,-83.65132,America/New_York,31246,212
Bluffton,IN,USA,US,40.73866,-85.17164,America/Indiana/Indianapolis,10005,252
Mastic,NY,USA,US,40.80204,-72.84094,America/New_York,15481,9
Commerce,CA,USA,US,34.00057,-118.15979,America/Los_Angeles,13081,43
Mifflinburg,PA,USA,US,40.91758,-77.04775,America/New_York,3520,178
Evansville,WY,USA,US,42.85997,-106.26836,America/Denver,2931,1562
Broadview Heights,OH,USA,US,41.31394,-81.68513,America/New_York,19229,365
East Hazel Crest,IL,USA,US,41.57365,-87.64643,America/Chicago,1545,189
St. Helens,ENG,United Kingdom,GB,50.69688,-1.11159,Europe/London,1213,194
Festus,MO,USA,US,38.22061,-90.39595,America/Chicago,12065,132
rutland,MA,USA,US,42.36954,-71.94813,America/New_York,2111,343
Knottingley,ENG,United Kingdom,GB,53.70778,-1.25639,Europe/London,13804,194
Eden,NC,USA,US,36.48847,-79.7667,America/New_York,15403,181
Dornoch,SCT,United Kingdom,GB,57.8805,-4.02879,Europe/London,1270,194
Medway,ME,USA,US,45.60894,-68.53086,America/New_York,1548,87
Englewood,NJ,USA,US,40.89288,-73.97264,America/New_York,28539,14
Fairford,ENG,United Kingdom,GB,51.70816,-1.78128,Europe/London,3236,194
Clearwater,KS,USA,US,37.5028,-97.50449,America/Chicago,2537,392
Riverhead,NY,USA,US,40.91704,-72.66204,America/New_York,13299,4
Mason,OH,USA,US,39.36006,-84.30994,America/New_York,32662,247
Elkridge,MD,USA,US,39.21261,-76.71358,America/New_York,15593,29
Strabane,NIR,United Kingdom,GB,54.82373,-7.46916,Europe/London,14198,194
Bromsgrove,ENG,United Kingdom,GB,52.33574,-2.05983,Europe/London,49117,194
Troon,SCT,United Kingdom,GB,55.54359,-4.66335,Europe/London,14680,194
Perryville,MD,USA,US,39.56011,-76.07134,America/New_York,4437,14
Mount Cobb,PA,USA,US,41.41342,-75.49324,America/New_York,1799,507
Grafton,MA,USA,US,42.20704,-71.68562,America/New_York,16583,145
Media,PA,USA,US,39.91678,-75.38769,America/New_York,5363,87
Larne,NIR,United Kingdom,GB,54.85,-5.81667,Europe/London,18421,194
Troy,IL,USA,US,38.72921,-89.88315,America/Chicago,10036,171
Francestown,NH,USA,US,42.98758,-71.81258,America/New_York,1571,253
Limassol,Limassol,Cyprus,CY,34.68406,33.03794,Asia/Nicosia,154000,194
Gifford,IL,USA,US,40.30587,-88.02115,America/Chicago,1092,243
Canfield,OH,USA,US,41.02506,-80.76091,America/New_York,7355,349
Belgrade,ME,USA,US,44.44729,-69.83255,America/New_York,3096,76
Larned,KS,USA,US,38.18057,-99.09871,America/Chicago,3967,611
Biloxi,MS,USA,US,30.39603,-88.88531,America/Chicago,45637,6
Chesterton,IN,USA,US,41.61059,-87.0642,America/Chicago,13433,195
Heswall,ENG,United Kingdom,GB,53.32733,-3.09648,Europe/London,29789,194
Milpitas,CA,USA,US,37.42827,-121.90662,America/Los_Angeles,77604,5
Bloemfontein,Orange Free State,South Africa,ZA,-29.12107,26.214,Africa/Johannesburg,556000,194
North Smithfield,RI,USA,US,41.96677,-71.54951,America/New_York,11212,111
Millbrae,CA,USA,US,37.59855,-122.38719,America/Los_Angeles,22795,10
Lamar,PA,USA,US,41.01618,-77.5311,America/New_York,562,241
Plumsteadville,PA,USA,US,40.38733,-75.14656,America/New_York,2637,178
Mount Penn,PA,USA,US,40.32815,-75.89076,America/New_York,3165,159
Lisbon,ME,USA,US,44.03146,-70.1045,America/New_York,9392,55
Kenova,WV,USA,US,38.39897,-82.57821,America/New_York,3083,170
Paw Paw,MI,USA,US,42.21782,-85.89112,America/Detroit,3455,223
Emmett,ID,USA,US,43.8735,-116.4993,America/Boise,6604,720
Timonium,MD,USA,US,39.43705,-76.61969,America/New_York,9925,124
Harrisville,MI,USA,US,44.6564,-83.29469,America/Detroit,470,190
Inverness,SCT,United Kingdom,GB,57.47908,-4.22398,Europe/London,47790,194
Greenville,NY,USA,US,42.41536,-74.02208,America/New_York,688,216
Clarendon Hills,IL,USA,US,41.79753,-87.95478,America/Chicago,8676,222
Devon,AB,Canada,CA,53.36683,-113.73533,America/Edmonton,5225,194
Athens,OH,USA,US,39.32924,-82.10126,America/New_York,25044,219
Summerside,PE,Canada,CA,46.3912,-63.78869,America/Halifax,14829,194
Shebbear,ENG,United Kingdom,GB,50.86255,-4.21446,Europe/London,707,194
Burr Ridge,IL,USA,US,41.74892,-87.91839,America/Chicago,10818,214
Warsaw,VA,USA,US,37.95874,-76.75801,America/New_York,1495,40
Red Bud,IL,USA,US,38.21172,-89.99427,America/Chicago,3586,144
Avoch,SCT,United Kingdom,GB,57.56898,-4.17675,Europe/London,990,194
Bismarck,MO,USA,US,37.76922,-90.62485,America/Chicago,1500,313
Willowbrook,IL,USA,US,41.45781,-87.53643,America/Chicago,2076,218
Vassar,MI,USA,US,43.37197,-83.58329,America/Detroit,2620,195
Hamlin,NY,USA,US,43.30312,-77.92112,America/New_York,5521,95
Old Forge,NY,USA,US,43.71007,-74.97434,America/New_York,756,529
Chelsea,MI,USA,US,42.31807,-84.02181,America/Detroit,5205,285
Erlanger,KY,USA,US,39.01673,-84.60078,America/New_York,18797,278
Piqua,OH,USA,US,40.14477,-84.24244,America/New_York,20790,266
Longview,TX,USA,US,32.5007,-94.74049,America/Chicago,82287,113
Woodville,MS,USA,US,31.10462,-91.29956,America/Chicago,995,123
Somerset,PA,USA,US,40.00841,-79.07808,America/New_York,6032,669
Moundsville,WV,USA,US,39.92035,-80.74314,America/New_York,8710,212
Bear Creek,AL,USA,US,34.27482,-87.70058,America/Chicago,1047,246
Barnwell,SC,USA,US,33.24487,-81.35872,America/New_York,4592,66
Brigham City,UT,USA,US,41.51021,-112.0155,America/Denver,18752,1352
Wellingborough,ENG,United Kingdom,GB,52.30273,-0.69446,Europe/London,50577,194
Southgate,MI,USA,US,42.21393,-83.19381,America/Detroit,29293,180
Bishopstoke,ENG,United Kingdom,GB,50.96643,-1.32832,Europe/London,17667,194
Dubbo,New South Wales,Australia,AU,-32.24295,148.60484,Australia/Sydney,43516,194
Portsmouth,ENG,United Kingdom,GB,50.79899,-1.09125,Europe/London,208100,194
Valley Cottage,NY,USA,US,41.11815,-73.95542,America/New_York,9107,54
Negril,Westmoreland,Jamaica,JM,18.26844,-78.3481,America/Jamaica,3000,194
Berlin,NJ,USA,US,39.79123,-74.92905,America/New_York,7590,50
Laughlin,NV,USA,US,35.16778,-114.57302,America/Los_Angeles,7323,170
Hanover,ON,Canada,CA,44.15009,-81.03303,America/Toronto,7688,194
Homer Glen,IL,USA,US,41.60003,-87.93811,America/Chicago,24395,225
Twisp,WA,USA,US,48.36348,-120.1223,America/Los_Angeles,942,499
Zurich,Zurich,Switzerland,CH,47.36667,8.55,Europe/Zurich,341730,194
New Oxford,PA,USA,US,39.86371,-77.05581,America/New_York,1796,170
Leitchfield,KY,USA,US,37.48005,-86.29386,America/Chicago,6873,227
Sault Ste. Marie,MI,USA,US,46.4953,-84.34532,America/Detroit,13827,188
South Yarmouth,MA,USA,US,41.66678,-70.18474,America/New_York,11092,6
Jetmore,KS,USA,US,38.08446,-99.89346,America/Chicago,852,702
Citrus heights,CA,USA,US,38.70712,-121.28106,America/Los_Angeles,87056,50
Parsippany,NJ,USA,US,40.85788,-74.42599,America/New_York,51144,101
Nelson,Nelson,New Zealand,NZ,-41.27078,173.28404,Pacific/Auckland,54700,194
Penzance,ENG,United Kingdom,GB,50.11861,-5.53715,Europe/London,19872,194
Crookston,MN,USA,US,47.77414,-96.60812,America/Chicago,7787,267
Hawthorne,CA,USA,US,33.9164,-118.35257,America/Los_Angeles,88451,22
Sylvania,AL,USA,US,34.56231,-85.81247,America/Chicago,1854,423
Yavatmal,Maharashtra,India,IN,20.39324,78.13201,Asia/Kolkata,128175,194
Bath,ENG,United Kingdom,GB,51.3751,-2.36172,Europe/London,101557,194
Ball Ground,GA,USA,US,34.33815,-84.37659,America/New_York,1720,336
Gosberton,ENG,United Kingdom,GB,52.86913,-0.16102,Europe/London,1764,194
Cebu City,Central Visayas,Philippines,PH,10.31672,123.89071,Asia/Manila,964169,194
Markle,IN,USA,US,40.82462,-85.33884,America/Indiana/Indianapolis,1095,238
Woodlyn,PA,USA,US,39.87233,-75.33713,America/New_York,9485,20
Uddingston,SCT,United Kingdom,GB,55.81971,-4.08362,Europe/London,5610,194
North Shields,ENG,United Kingdom,GB,55.01646,-1.44925,Europe/London,39747,194
Le Mans,Pays de la Loire,France,FR,48.0021,0.20251,Europe/Paris,144515,194
Vinton,VA,USA,US,37.28097,-79.89698,America/New_York,8231,282
Milton,SCT,United Kingdom,GB,55.93658,-4.51907,Europe/London,530,194
Lisbon,CT,USA,US,41.60399,-72.01174,America/New_York,4234,100
Kathmandu,Bagmati Province,Nepal,NP,27.70169,85.3206,Asia/Kathmandu,1442271,1317
Quail Valley,CA,USA,US,33.70697,-117.24504,America/Los_Angeles,1538,471
Pirenopolis,Goias,Brazil,BR,-15.85072,-48.96087,America/Sao_Paulo,13615,194
Aberdeen,SCT,United Kingdom,GB,57.14369,-2.09814,Europe/London,198590,194
Liverpool,TX,USA,US,29.29496,-95.27882,America/Chicago,501,6
Morehead,KY,USA,US,38.18397,-83.43268,America/New_York,7045,225
McCordsville,IN,USA,US,39.9081,-85.92276,America/Indiana/Indianapolis,5773,259
Malvern,St. Elizabeth,Jamaica,JM,17.96667,-77.7,America/Jamaica,3291,194
Pomeroy,OH,USA,US,39.02758,-82.03375,America/New_York,1821,174
Leuven,Flanders,Belgium,BE,50.87959,4.70093,Europe/Brussels,101032,194
Bracknell,ENG,United Kingdom,GB,51.41363,-0.75054,Europe/London,76103,194
Trenton,FL,USA,US,29.61329,-82.81762,America/New_York,2066,16
Williamsburg,KY,USA,US,36.74342,-84.15966,America/New_York,5293,283
Castro Valley,CA,USA,US,37.6941,-122.08635,America/Los_Angeles,61388,50
Calhan,CO,USA,US,39.03555,-104.29719,America/Denver,789,1992
Bournemouth,ENG,United Kingdom,GB,50.72048,-1.8795,Europe/London,163600,194
New Columbia,PA,USA,US,41.04092,-76.86691,America/New_York,1013,143
Quesnel,BC,Canada,CA,52.97842,-122.4931,America/Vancouver,9879,194
Crudwell,ENG,United Kingdom,GB,51.63318,-2.06959,Europe/London,630,194
Walters,OK,USA,US,34.35981,-98.30783,America/Chicago,2502,305
Ellwood City,PA,USA,US,40.86173,-80.28645,America/New_York,7617,270
Washington,NJ,USA,US,40.75843,-74.97934,America/New_York,6498,139
Summersville,WV,USA,US,38.28122,-80.8526,America/New_York,3478,573
Independence,KY,USA,US,38.94312,-84.54411,America/New_York,26819,274
Clatskanie,OR,USA,US,46.10122,-123.20679,America/Los_Angeles,1759,33
Sonora,CA,USA,US,37.98409,-120.38214,America/Los_Angeles,4818,544
Shellbrook,SK,Canada,CA,53.21679,-106.40109,America/Regina,1192,194
Red Bluff,CA,USA,US,40.17849,-122.23583000000001,America/Los_Angeles,14131,93
Northville,NY,USA,US,43.22563,-74.17208,America/New_York,1065,246
Warsaw,IN,USA,US,41.2381,-85.85305,America/Indiana/Indianapolis,14472,252
Paulden,AZ,USA,US,34.88558,-112.46823,America/Phoenix,5231,1344
Marlow,ENG,United Kingdom,GB,51.56933,-0.77415,Europe/London,18261,194
Oregon,OH,USA,US,41.64366,-83.48688,America/New_York,20102,184
Elmhurst,IL,USA,US,41.89947,-87.94034,America/Chicago,45957,209
Shirebrook,ENG,United Kingdom,GB,53.20333,-1.21336,Europe/London,10885,194
Kastamonu,Kastamonu,Turkey,TR,41.37805,33.77528,Europe/Istanbul,125622,194
Hazel Park,MI,USA,US,42.46254,-83.10409,America/Detroit,16597,192
Sheffield,ENG,United Kingdom,GB,53.38297,-1.4659,Europe/London,556500,194
Velika Gorica,County of Zagreb,Croatia,HR,45.7125,16.07556,Europe/Zagreb,30036,194
Shoreham,NY,USA,US,40.95732,-72.9076,America/New_York,535,20
Canonsburg,PA,USA,US,40.26257,-80.18728,America/New_York,8922,334
Batesville,IN,USA,US,39.30005,-85.22218,America/Indiana/Indianapolis,6611,296
Nacogdoches,TX,USA,US,31.60351,-94.65549,America/Chicago,33894,92
Havant,ENG,United Kingdom,GB,50.8567,-0.98559,Europe/London,45574,194
Saltville,VA,USA,US,36.8815,-81.76206,America/New_York,2031,526
Smyrna,TN,USA,US,35.98284,-86.5186,America/Chicago,46607,166
Coquitlam,BC,Canada,CA,49.2846,-122.78217,America/Vancouver,140000,194
Joshua Tree,CA,USA,US,34.13473,-116.31307,America/Los_Angeles,7414,834
Chesterfield,ENG,United Kingdom,GB,53.25,-1.41667,Europe/London,113057,194
Florissant,MO,USA,US,38.78922,-90.32261,America/Chicago,52268,175
Playa del Carmen,Quintana Roo,Mexico,MX,20.6274,-87.07987,America/Cancun,149923,194
Palestine,IL,USA,US,39.00365,-87.6128,America/Chicago,1331,137
Sanger,CA,USA,US,36.70801,-119.55597,America/Los_Angeles,24950,113
Man,WV,USA,US,37.73983,-81.87762,America/New_York,704,225
Montcalm,WV,USA,US,37.35401,-81.2526,America/New_York,726,676
Lanett,AL,USA,US,32.86874,-85.1905,America/Kentucky/Louisville,6452,180
McComb,OH,USA,US,41.10755,-83.79271,America/New_York,1644,235
Millersville,PA,USA,US,39.99788,-76.35413,America/New_York,8420,99
Kovin,Vojvodina,Serbia,RS,44.7475,20.97611,Europe/Belgrade,14250,194
New Durham,NH,USA,US,43.43675,-71.17229,America/New_York,2364,163
Polk City,FL,USA,US,28.18251,-81.82397,America/New_York,1907,52
West Memphis,AR,USA,US,35.14648,-90.18454,America/Chicago,25052,64
Puerto Vallarta,Jalisco,Mexico,MX,20.617,-105.23018,America/Mexico_City,203342,194
Islandia,NY,USA,US,40.80426,-73.169,America/New_York,3382,20
Briarwood,NY,USA,US,40.70935,-73.81529,America/New_York,53877,194
Iquique,Tarapaca,Chile,CL,-20.21326,-70.15027,America/Santiago,191468,194
Martinsville,IN,USA,US,39.42783,-86.42833,America/Indiana/Indianapolis,11690,184
Des Peres,MO,USA,US,38.60089,-90.4329,America/Chicago,8572,186
Seminole,OK,USA,US,35.22452,-96.67057,America/Chicago,7522,272
Cairo,GA,USA,US,30.87751,-84.20214,America/New_York,9752,74
Hummelstown,PA,USA,US,40.26537,-76.7083,America/New_York,4561,117
Ashville,OH,USA,US,39.71562,-82.95296,America/New_York,4190,216
Shelby,AL,USA,US,33.1104,-86.58415,America/Chicago,1044,151
Sapulpa,OK,USA,US,35.9987,-96.11417,America/Chicago,20579,218
Charleroi,PA,USA,US,40.13785,-79.8981,America/New_York,4015,236
Mountain House,CA,USA,US,37.78326,-121.54273,America/Los_Angeles,9675,18
Huntington Station,NY,USA,US,40.85343,-73.41151,America/New_York,33029,66
Madison,VA,USA,US,38.38041,-78.2575,America/New_York,220,184
Ka'anapali,HI,USA,US,20.92881,-156.69422,Pacific/Honolulu,1045,1
Cedar Falls,IA,USA,US,42.52776,-92.44547,America/Chicago,41255,268
Margaretville,NY,USA,US,42.1487,-74.64821,America/New_York,577,401
Vulcan,AB,Canada,CA,50.40008,-113.25189,America/Edmonton,1917,194
Walton,KY,USA,US,38.87562,-84.61022,America/New_York,3907,283
Midland,MI,USA,US,43.61558,-84.24721,America/Detroit,42200,191
Shelby,NC,USA,US,35.29235,-81.53565,America/New_York,20189,262
Damascus,OR,USA,US,45.41762,-122.45898,America/Los_Angeles,10952,162
Schwenksville,PA,USA,US,40.25621,-75.46379,America/New_York,1398,45
La Mesilla,NM,USA,US,35.94836,-106.07058,America/Denver,1772,1715
Richmond,IL,USA,US,40.36087,-89.36898,America/Chicago,1557,195
Bedford Park,IL,USA,US,41.76281,-87.80006,America/Chicago,577,188
Hillsboro,OH,USA,US,39.20229,-83.61159,America/New_York,6557,342
Onalaska,WI,USA,US,43.88441,-91.23514,America/Chicago,18468,216
Cadillac,MI,USA,US,44.25195,-85.40116,America/Detroit,10373,398
Pacheco,CA,USA,US,37.98353,-122.07524,America/Los_Angeles,3685,21
Fountain valley,CA,USA,US,33.70918,-117.95367,America/Los_Angeles,56987,10
Dexter,ME,USA,US,45.02395,-69.28977,America/New_York,2158,127
Browns Mills,NJ,USA,US,39.97261,-74.58293,America/New_York,11223,27
Keshena,WI,USA,US,44.88387,-88.63372,America/Chicago,1262,251
Baconton,GA,USA,US,31.37962,-84.16102,America/New_York,871,53
Fort Oglethorpe,GA,USA,US,34.94896,-85.2569,America/New_York,9803,223
Blossvale,NY,USA,US,43.27979,-75.64352,America/New_York,2816,128
Avalon,NJ,USA,US,39.10122,-74.71766,America/New_York,1283,3
Springfield,TN,USA,US,36.50921,-86.885,America/Chicago,16808,203
East Northport,NY,USA,US,40.87676,-73.32456,America/New_York,20217,68
Salisbury,NH,USA,US,43.38008,-71.71702,America/New_York,1211,249
Damariscotta,ME,USA,US,44.03286,-69.51866,America/New_York,1142,15
Earlville,IL,USA,US,41.58948,-88.92203,America/Chicago,1632,215
Lemont,IL,USA,US,41.67364,-88.00173,America/Chicago,16788,185
Ponca city,OK,USA,US,36.70698,-97.08559,America/Chicago,24758,308
Granite Falls,MN,USA,US,44.80996,-95.54558,America/Chicago,2747,280
Livingston,TX,USA,US,30.71103,-94.93299,America/Chicago,5172,51
Lake Isabella,CA,USA,US,35.61801,-118.47314,America/Los_Angeles,3466,766
Danville,IL,USA,US,40.12448,-87.63002,America/Chicago,32108,183
Monroe,UT,USA,US,38.62997,-112.12076,America/Denver,2293,1644
Stratford,NJ,USA,US,39.82678,-75.01545,America/New_York,7013,24
DeWitt,MI,USA,US,42.84226,-84.56915,America/Detroit,4655,253
Stevensville,MT,USA,US,46.50992,-114.09316,America/Denver,1922,1013
Oxford,NY,USA,US,42.44202,-75.59769,America/New_York,1411,296
East Aurora,NY,USA,US,42.76784,-78.61336,America/New_York,6236,280
Spencer,WI,USA,US,44.75774,-90.2968,America/Chicago,1921,399
Salineville,OH,USA,US,40.62256,-80.83786,America/New_York,1273,274
Maurertown,VA,USA,US,38.92983,-78.46362,America/New_York,770,236
Lima,Lima,Peru,PE,-12.04318,-77.02824,America/Lima,7737002,194
Cupertino,CA,USA,US,37.323,-122.03218,America/Los_Angeles,60572,72
Mission,TX,USA,US,26.21591,-98.32529,America/Chicago,83298,43
Crosby,MN,USA,US,46.48218,-93.95776,America/Chicago,2345,384
Elmsford,NY,USA,US,41.0551,-73.82013,America/New_York,4810,54
East Rutherford,NJ,USA,US,40.83399,-74.09709,America/New_York,9164,24
San Juan Bautista,CA,USA,US,36.84551,-121.538,America/Los_Angeles,1961,66
Celina,TN,USA,US,36.55006,-85.50525,America/Chicago,1494,169
Voorburg,South Holland,Netherlands,NL,52.07417,4.35972,Europe/Amsterdam,38000,194
Kingsland,GA,USA,US,30.79996,-81.68983,America/New_York,16487,11
